c1;c2;c3;c4;c5;c6;c7;c8;c9;c10;c11;c12;c13;c14;c15;c16;c17;c18;c19;c20;c21;c22;c23;c24;c25;c26;c27;c28;c29;c30;c31;c32;c33;c34;c35;c36;c37;c38;c39;c40;c41;c42;c43;c44;c45;c46;c47;c48;c49;c50;c51;c52;c53;c54;c55;c56;c57;c58;c59;c60;c61;c62;c63;c64;c65;c66;c67;c68;c69;c70;c71;c72;c73;c74;c75;c76;c77;c78;c79;c80;c81;c82;c83;c84;c85;c86;c87;c88;c89;c90;c91;c92;c93;c94;c95;c96;c97;c98;c99;c100;c101;c102;c103;c104;c105;c106;c107;c108;c109;c110;c111;c112;c113
2.9329;3.6416;2.909;2.0566;3.8930000000000002;2.4876;2.873;2.7581;2.8132;2.3056;1.8794;1.8364;5.2289;2.2529;2.3607;3.7158;5.1475;1.6807;2.0207;5.2098;5.2672;2.3631;3.3998;2.7557;4.0175;4.9297;5.2289;5.1475;5.2170000000000005;5.2672;2.6815;5.2098;3.7158;3.2657;2.8299;2.7581;1.8794;2.0207;2.1093;1.9393;1.6328;-0.6464;-0.6919;0.3591;1.8364;2.0566;2.3607;2.5379;-0.4501;-0.0934;-1.4796;4.6160000000000005;4.1827;5.1236;-0.0886;2,4469;4.865;1.9848;3.5051;4.9368;2.5426;1.5323;3.0742;2.0351;3.7373;3.2825;2.0638;1.7238;4.0175;5.047;4.8937;4.7094;4.6088;4.604;3.5889;6.2872;5.1691;7.3454;7.1658;7.1874;6.8019;7.7309;6.9384;7.0797;-0.2592;4.5047;1.4647;0.8601;1.3503;1.1121;0.16399999999999998;1.3969999999999998;1.4874;1.5018;1.7891;6.2656;7.331;6.438;7.7381;5.6647;5.3223;5.2864;5.0326;6.9384;4.0677;6.7062;6.3255;7.1323;6.9216;7.6758;8.7484;7.263999999999999;6.9145
3.0119;3.6871;2.7869;2.0351;3.9433;2.4469;2.9975;2.7605;2.8132;2.3056;1.9034;1.8459;5.2241;2.2529;3.0454;3.6703;5.1188;1.3934;2.0231;5.1691;5.2912;2.4421;3.3423;2.739;4.0558;4.7549;5.2241;5.1188;5.2505;5.2912;2.6432;5.1691;3.6703;3.2825;2.7461;2.7605;1.9034;2.0231;2.2386;2.2122;1.7095;-0.5986;-0.5938;0.4118;1.8459;2.0351;3.0454;2.5402;-0.7973;-0.0982;-0.6105;4.4556;4.3694;4.7501;-0.2442;2,4134;4.8578;1.6185;3.7062;4.8267;2.5355;1.4413;3.0718;2.0518;3.6009;3.2034;2.2003;1.8076;4.0701;5.0637;4.8914;4.8578;4.4891;6.0406;3.1508;5.8083;5.2385;7.7764;7.2449;7.1898;6.8235;7.7141;6.9935;7.1156;-0.2364;4.479;1.4389;0.9176;1.3318;1.0606;0.1395;1.3707;1.479;1.5036;1.8196;5.9041;7.276;6.0118;7.671;5.6814;5.3989;5.3127;5.126;7.0509;4.2952;6.6846;6.3518;7.0126;6.9001;7.7069;8.4515;7.1898;6.8354
3.0023;3.7230000000000003;2.6719;2.0279;3.9265;2.6025;2.9975;2.6959;2.885;2.3080000000000003;1.9058;1.8219999999999998;5.2625;2.2529;2.909;3.6129;5.0781;1.4198;1.7837;5.1787;5.2816;2.4469;3.2417;2.7102;4.1252;4.1515;5.2625;5.0781;5.2744;5.2816;2.6432;5.1787;3.6129;3.3112;2.6791;2.6959;1.9058;1.7837;2.3966;2.1165;1.5275;-0.5818;-0.5411;0.4956;1.8219999999999998;2.0279;2.909;2.4445;-1.3455;-0.0168;-0.079;4.3215;4.5107;4.3407;-0.3591;2,3439;4.8363;1.4988;3.8403;4.7238;2.3535;1.4437;2.9712;1.9609;3.4309;3.0837;2.3966;1.7861;4.0175;5.0877;4.9536;4.8961;4.3287;6.2872;3.0335;5.3558;5.3343;7.3478;7.276;7.1658;6.8139;7.7189;7.027;7.0844;-0.2424;4.4825;1.4341;0.978;1.3114;1.0445;0.149;1.3563;1.4736;1.5490000000000002;1.8441;5.4827;7.1802;5.8059;7.5753;5.6144;5.4971;5.4109;5.272;7.1563;4.5777;6.6272;6.3686;6.9911;6.9145;7.7428;8.1307;7.027;6.7397
3.0933;3.7445;2.8228;1.9561;3.9385;2.7246;3.1125;2.6264;2.885;2.3080000000000003;1.8818;1.8579;5.2505;2.2529;2.5163;3.5985;5.0422;1.2115;1.415;5.2194;5.2505;2.4517;2.9760000000000004;2.5833;4.0438;3.9409;5.2505;5.0422;5.296;5.2505;2.6097;5.2194;3.5985;3.3399;2.648;2.6264;1.8818;1.415;2.3367;1.9968;1.0558;-0.5818;-0.419;0.5267;1.8579;1.9561;2.5163;2.2697;-1.8771;-0.2562;0.3208;4.2114;4.4796;4.0103;-0.40700000000000003;2,3128;4.7094;1.5251;3.8978;4.4724;2.3703;1.5658;2.9066;1.8076;3.2609;2.9377;2.7078;1.8244;4.0127;5.1188;5.0494;4.853;4.1922;5.3223;3.4764;4.9919;5.4109;6.5984;7.2879;7.0916;6.7995;7.7644;7.1084;7.1275;-0.2502;4.4909;1.4245;1.0116;1.2989;1.0163;0.1676;1.3485;1.4874;1.5616;1.8812;5.0039;7.2089;5.7317;7.5441;5.5354;5.5474;5.5019;5.3079;7.2592;5.0398;6.5769;6.426;7.1706;6.8857;7.7812;7.8673;6.6631;6.6415
3.1651;3.6319999999999997;3.0358;1.8364;3.9576;2.6552;3.1125;2.6384;2.8778;2.2865;1.8794;1.8675;5.2505;2.2625;2.5259;3.6344;5.0278;1.1756;1.3096;5.2122;5.2553;2.4277;2.8635;2.3128;3.9792;3.9385;5.2505;5.0278;5.2744;5.2553;2.6049;5.2122;3.6344;3.3519;2.6983;2.6384;1.8794;1.3096;1.9944;1.9968;0.7949;-0.6297;-0.3639;0.4717;1.8675;1.8364;2.5259;2.2841;-2.2601;-0.905;0.5219;4.2377;4.3431;3.6943;-0.4717;2,3272;4.525;1.506;3.9002;4.0558;2.0973;1.7047;2.8228;1.6185;3.0119;2.7414;3.1292;1.7478;3.9552;5.1475;5.1092;4.798;4.1659;3.8259;4.3;4.7549;5.3629999999999995;6.098;7.3287;6.9599;6.7684;7.8147;7.1227;7.2137;-0.243;4.4772;1.3419999999999999;0.9936;1.2695;1.0145;0.1921;1.3204;1.4916;1.5544;1.9034;4.5346;7.2161;5.5952;7.58;5.4803;5.5258;5.5641;5.3702;7.355;5.9209;6.5434;6.4835;7.2784;6.8929;7.7620000000000005;7.6998;6.2106;6.6535
3.1987;3.553;3.0167;1.8531;3.9744;2.5498;3.1149;2.6576;2.8778;2.2865;1.8914;1.9201;5.2696;2.2625;2.4948;3.6488;4.944;1.4605;1.3408;5.1954;5.296;2.3894;2.9951;2.2913;3.9409;3.8092;5.2696;4.944;5.2936;5.296;2.5594;5.1954;3.6488;3.3327;2.7007;2.6576;1.8914;1.3408;1.5921;2.0614;0.8954;-0.6704;-0.3974;0.4812;1.9201;1.8531;2.4948;2.2865;-2.4469;-1.2641;0.3735;4.2665;4.1013;3.3734;-0.5171;2,4325;4.367;1.415;3.9049;3.5937;2.0853;1.8004;2.7438;1.4485;2.8395;2.4876;3.5003;1.6855;3.8786;5.1739;5.1212;4.7597;4.1659;2.897;5.5761;4.5993;5.114;5.5737;7.3071;6.8474;6.7181;7.8147;7.1371;7.367000000000001;-0.2119;4.4562;1.339;1.002;1.3001;0.9936;0.1885;1.3168;1.5251;1.5173;1.8914;4.2497;7.3023;5.5713;7.5585;5.5186;5.4995;5.6838;5.4564;7.4555;7.0006;6.5242;6.5314;7.2329;6.8785;7.7620000000000005;7.5872;5.7509;6.6726
3.2298;3.6033;2.8946;1.9872;3.9959;2.6169;3.1149;2.6217;2.8754;2.3559;1.8962;1.9728;5.2241;2.2936;2.4349;3.6272;4.8914;1.6568;1.8364;5.205;5.3127;2.3679;3.0933;2.7701;3.9121;3.8642;5.2241;4.8914;5.2672;5.3127;2.5546;5.205;3.6272;3.3662;2.6767;2.6217;1.8962;1.8364;1.6807;1.889;1.3647;-0.6225;-0.4262;0.4932;1.9728;1.9872;2.4349;2.1883;-2.5833;-1.3336;0.2083;4.1755;3.9193;3.0047;-0.5363;2,5618;4.1946;1.2354;3.8547;3.1651;1.8651;1.8699;2.6887;1.2761;2.7629;2.1931;3.6319999999999997;1.7214;3.802;5.1643;5.0781;4.7692;4.1994;2.5857;6.4883;4.4628;4.8243;5.0446;7.2856;6.6822;6.6487;7.8027;7.1419;7.4986;-0.2412;4.4359;1.3348;1.0032;1.3258;1.0415;0.1772;1.2995;1.5089;1.5407;1.8735;4.2401;7.4388;5.7269;7.5489;5.5593;5.3582;5.7437;5.5067;7.5226;7.6495;6.5362;6.5697;7.1467;6.8738;7.7548;7.6662;5.3798;6.7086
3.2465;3.6488;2.8108;2.0853;3.9959;2.6935;3.1603;2.5498;2.8754;2.3559;1.889;1.9992;5.2194;2.2936;2.3248;3.6033;4.9249;1.5562;2.229;5.1978;5.2888;2.3439;3.2058;3.1699;3.9648;4.1587;5.2194;4.9249;5.2481;5.2888;2.5331;5.1978;3.6033;3.3495;2.6432;2.5498;1.889;2.229;1.834;1.7813;1.743;-0.5746;-0.3974;0.3759;1.9992;2.0853;2.3248;2.1452;-2.7845;-1.2737;0.4046;4.0749;3.8642;2.7725;-0.5938;2,5163;4.0151;1.0367;3.7757;2.7988;1.8651;1.9297;2.66;1.087;2.7342;1.8866;3.3782;1.7142;3.7637;5.1332;5.035;4.8315;4.2593;2.4924;6.6726;4.4221;4.5322;4.7118;7.3047;6.5936;6.5697;7.7620000000000005;7.1467;7.6088;-0.2987;4.4532;1.2983;1.0127;1.2989;1.0092;0.2011;1.3228;1.4742;1.5646;1.9064;4.367;7.58;5.7748;7.4939;5.521;5.2768;5.7054;5.6072;7.5561;7.604;6.541;6.6248;7.2257;6.8785;7.7189;7.75;5.1787;6.7971
3.3327;3.6775;2.8228;2.0566;3.9504;2.7438;3.1603;2.5163;2.8347;2.4349;1.8651;1.98;5.2218;2.3272;2.3607;3.6009;4.9943;1.6185;2.2553;5.193;5.2816;2.3367;3.3878;2.9975;3.9935;4.3263;5.2218;4.9943;5.2481;5.2816;2.5067;5.193;3.6009;3.3160000000000003;2.5857;2.5163;1.8651;2.2553;2.2266;1.8675;1.8507;-0.5674;-0.3567;0.3543;1.98;2.0566;2.3607;2.1596;-2.9497;-1.245;0.7063;3.8475;3.802;2.4397;-0.6273;2,4876;3.9241;0.9361;3.6631;2.8012;1.7549;1.9321;2.7126;0.8978;2.7294;1.5802;2.9544;1.7309999999999999;3.7326;5.0781;4.9608;4.8674;4.2952;2.6239999999999997;6.2153;4.4388;4.1994;4.4293;7.2592;6.529;6.5242;7.6854;7.1491;7.7189;-0.1772;4.4951;1.2971;1.0349;1.3066;1.0169;0.2316;1.3779;1.4413;1.5957;1.8902;4.628;7.6734;5.9161;7.4819;5.5258;5.2170000000000005;5.7126;5.7078;7.501;7.4268;6.5553;6.6439;7.2879;6.8642;7.7117;7.8147;5.0182;6.8929
3.4022;3.6943;2.8946;2.0686;3.9696;2.6743;3.1196;2.4828;2.8347;2.4349;1.8435;1.9848;5.2289;2.3272;2.49;3.5889;5.1284;1.5826;2.2194;5.2122;5.2744;2.3367;3.4117;2.7461;4.0606;4.4508;5.2289;5.1284;5.2481;5.2744;2.4708;5.2122;3.5889;3.3184;2.5594;2.4828;1.8435;2.2194;2.4948;1.8675;1.7837;-0.5626;-0.3328;0.2514;1.9848;2.0686;2.49;2.1524;-3.1029;-1.087;0.8332;3.5051;3.7086;2.0566;-0.5626;2,5187;3.8618;0.9864;3.4979;3.2226;1.7837;1.9154;2.7653;0.7661;2.7821;1.324;2.5355;1.7813;3.7254;5.0518;4.877;4.8028;4.3287;3.0023;5.4516;4.4077;3.9696;4.3598;7.2664;6.4548;6.4572;7.6806;7.1539;7.7309;-0.1425;4.4592;1.315;1.0612;1.2641;1.0163;0.2215;1.4305;1.4653;1.5353;1.8723;4.9416;7.6902;6.1555;7.6136;5.5474;5.2026;5.7245;5.636;7.3526;7.4747;6.5074;6.6319;7.2927;6.8594;7.6758;7.8506;4.9943;6.9121
3.3902;3.7685;2.9329;2.0662;3.984;2.6456;3.1196;2.4756;2.7461;2.4038;1.7885;1.9872;5.1954;2.3176;2.5139;3.5841;5.138;1.5036;2.2721;5.193;5.3223;2.3367;3.2178;2.7414;4.0797;4.5035;5.1954;5.138;5.2385;5.3223;2.4948;5.193;3.5841;3.3327;2.5762;2.4756;1.7885;2.2721;2.4708;1.8603;1.6161;-0.51;-0.2969;0.1867;1.9872;2.0662;2.5139;2.1524;-3.0095;-0.996;1.0774;3.0933;3.5937;1.7119;-0.3472;2,5331;3.9409;1.2043;3.4165;3.8092;1.8364;1.8771;2.806;0.7111;2.9856;1.1253;2.2266;1.8364;3.7038;5.0087;4.798;4.7381;4.3551;3.4429;4.7716;4.3311;3.7541;4.5298;7.2425;6.4524;6.438;7.6064;7.1323;7.671;-0.1472;4.4807;1.3048;1.0469;1.2815;1.0331;0.2699;1.4323;1.4323;1.4892;1.8663;5.3629999999999995;7.7021;6.4572;7.7357;5.5282;5.1882;5.7293;5.5929;7.1778;7.3837;6.4835;6.6224;7.3167;6.8354;7.671;7.8051;5.0087;6.9073
3.3232;3.8044;2.9951;2.1739;3.9409;2.6839;3.0981;2.5139;2.7461;2.4038;1.7454;1.9896;5.2146;2.3176;2.4828;3.5769;5.0374;1.2617;2.1787;5.2337;5.3367;2.3439;3.213;2.8323;4.0797;4.4676;5.2146;5.0374;5.2361;5.3367;2.478;5.2337;3.5769;3.2729;2.6145;2.5139;1.7454;2.1787;2.3272;1.9178;1.5945;-0.4788;-0.3017;0.0551;1.9896;2.1739;2.4828;2.1213;-2.9233;-1.1540000000000001;1.4916;2.7318;3.4477;1.3024;-0.0886;2,3248;4.1228;1.5227;3.3758;4.3814;1.9273;1.8172;2.818;0.7805;3.3255;1.0056;2.0207;1.8747;3.7757;5.0015;4.7860000000000005;4.7597;4.3311;3.8092;4.391;4.1922;3.6009;4.774;7.2018;6.505;6.4811;7.525;7.1299;7.5202;-0.1089;4.4748;1.3258;1.0271;1.2815;1.0038;0.2592;1.4216;1.4623;1.4653;1.8519;5.8419;7.6758;7.0318;7.8195;5.4779;5.126;5.7964;5.6623;7.027;7.4603;6.462000000000001;6.6176;7.2975;6.8522;7.6423;7.6806;5.0182;6.9264
3.304;3.8164;2.9808;2.3152;3.9121;2.6671;3.0981;2.5331;2.7078;2.4086;1.7789;1.9944;5.2002;2.32;2.3894;3.6152;4.9608;1.2426;1.9704;5.2505;5.2912;2.2889;3.3088;2.9281;4.063;4.7716;5.2002;4.9608;5.1954;5.2912;2.5091;5.2505;3.6152;3.2968;2.6743;2.5331;1.7789;1.9704;2.399;1.9249;1.4437;-0.486;-0.2586;-0.012;1.9944;2.3152;2.3894;2.0662;-2.8922;-1.1396;1.913;2.5019;3.4381;0.7901;0.2322;2,1165;4.2617;1.8675;3.3854;4.5586;2.0399;1.8771;2.8395;0.9074;3.5865;1.0247;1.9178;1.9297;3.8355;4.9608;4.8147;4.7477;4.3;3.8475;4.3167;4.051;3.5338;5.0063;7.1227;6.6319;6.5146;7.4819;7.1204;7.3741;-0.0826;4.4891;1.2983;1.0193;1.2935;1.0241;0.2556;1.415;1.4449;1.4880000000000002;1.8914;6.7708;7.6758;7.8051;7.9679;5.4588;5.1475;5.9113;5.6288;6.9576;7.4005;6.4643;6.6343;7.2137;6.8426;7.6638;7.4579;5.0566;6.9168
3.2872;3.8403;2.9066;2.4421;3.8595;2.6624;3.1268;2.5402;2.7078;2.4086;1.8028;1.9704;5.2122;2.32;2.2913;3.6799;4.968;1.5682;1.8771;5.2457;5.3175;2.1739;3.3591;2.9281;4.0845;4.8171;5.2122;4.968;5.205;5.3175;2.5474;5.2457;3.6799;3.3591;2.6887;2.5402;1.8028;1.8771;2.3966;1.8771;1.2570000000000001;-0.4717;-0.1963;0.0958;1.9704;2.4421;2.2913;2.0469999999999997;-2.7294;-1.0032;2.4804;2.3248;3.6033;0.4908;0.5315;2,1763;4.391;2.2601;3.4931;4.3072;2.138;1.9776;2.8683;1.0798;3.6655;1.2354;1.8771;2.0207;3.8355;4.9967;4.8507;4.7405;4.2976;3.4955;4.3862;3.9552;3.4405;5.0422;7.027;6.7516;6.5505;7.4531;7.1491;7.1874;-0.1185;4.4472;1.2995;1.0265;1.2893;1.0038;0.2957;1.3934;1.4072;1.4994;1.9028;7.9727;7.5944;8.5114;8.0613;5.4779;5.2265;5.9233;5.5306;6.9097;7.1946;6.4452;6.6224;7.106;6.8474;7.6495;7.2329;5.193;6.9528
3.292;3.8689999999999998;2.8084;2.5881;3.8116;2.6576;3.1268;2.5738;2.7031;2.4229;1.8818;2.0039;5.2361;2.3296;2.2529;3.7014;5.0973;1.9752;1.8938;5.2409;5.3247;2.1356;3.3567;2.8443;4.1037;4.9584;5.2361;5.0973;5.2313;5.3247;2.5139;5.2409;3.7014;3.3734;2.7485;2.5738;1.8818;1.8938;2.1883;1.8723;1.3336;-0.4453;-0.1676;0.1197;2.0039;2.5881;2.2529;2.0925;-2.3942;-1.0463;2.8276;2.2721;3.735;0.2514;0.6871;2,3152;4.6184;2.6264;3.5506;3.8211;2.2769;2.0542;2.8778;1.3168;3.6081;1.6879;1.8219999999999998;2.1045;3.9265;5.0111;4.8243;4.7932;4.3239;3.0382;4.5155;3.8689999999999998;3.3902;4.8866;6.9504;6.9216;6.6008;7.501;7.1682;7.117999999999999;-0.0952;4.4568;1.2887;1.0439;1.2438;0.9643;0.331;1.4724;1.415;1.4814;1.9094;9.1459;7.5226;8.8202;8.1475;5.454;5.2816;5.9161;5.3391;6.9145;7.0629;6.4332;6.5912;7.0174;6.8738;7.6327;7.0988;5.4229;6.9552
3.3279;3.8689999999999998;2.7749;2.6695;3.8571;2.6239999999999997;3.0287;2.6239999999999997;2.7031;2.4229;1.8651;1.9872;5.2289;2.3296;2.2386;3.6847;5.1619;3.1627;1.9345;5.2074;5.3079;2.1045;3.3112;2.6384;4.0917;5.0853;5.2289;5.1619;5.272;5.3079;2.5163;5.2074;3.6847;3.3591;2.7366;2.6239999999999997;1.8651;1.9345;2.1931;1.9106;1.3647;-0.4669;-0.2035;0.1772;1.9872;2.6695;2.2386;2.1189;-2.083;-0.8787;3.1556;2.3487;3.8164;0.0407;0.6728;2,3032;4.8387;2.8515;3.5410000000000004;3.4046;2.5331;2.1668;2.9066;1.5802;3.5243;2.5594;1.8124;2.1835;4.0294;5.0302;4.8363;4.8243;4.3598;2.6815;4.7285;3.8044;3.3327;4.6831;6.9025;7.0701;6.6631;7.5561;7.1491;7.0964;-0.0766;4.4742;1.2767;1.0104;1.2713;0.9828;0.3555;1.4772;1.3821;1.409;1.9142;9.6582;7.4915;8.9711;8.1499;5.4277;5.2768;5.9185;4.9991;6.9552;7.093999999999999;6.4332;6.5529;7.0078;6.8594;7.5920000000000005;7.1108;5.4516;6.9552
3.3854;3.8259;2.7509;2.5762;3.8714;2.5977;3.0287;2.6815;2.7581;2.4086;1.8316;1.98;5.2337;2.3535;2.2338;3.6823;5.1356;2.6767;1.8842;5.1763;5.272;1.9704;3.3327;2.478;4.0821;4.9991;5.2337;5.1356;5.2601;5.272;2.5187;5.1763;3.6823;3.3567;2.7174;2.6815;1.8316;1.8842;2.2577;1.9489;1.3431;-0.5267;-0.1652;0.3017;1.98;2.5762;2.2338;2.4469;-2.0758;-0.5219;4.2593;2.4086;3.9241;-0.1341;0.7039;2,2146;4.9752;2.9473;3.5865;3.1029;2.8323;2.2098;2.9066;1.9417;3.5889;3.7972;1.8459;2.1883;4.0534;5.0925;4.8602;4.8914;4.4053;2.648;4.8339;3.8259;3.3519;4.4891;6.8738;7.2089;6.7397;7.6136;7.1898;7.082000000000001;-0.0958;4.4718;1.3001;0.993;1.2234;0.9798;0.4166;1.4669999999999999;1.4198;1.4024;1.8986;9.5146;7.5178;9.086;8.0134;5.4995;5.2936;5.8395;4.7142;6.9719;7.4029;6.4572;6.5194;7.0557;6.8881;7.5585;7.1084;5.4971;6.9432
3.3662;3.8211;2.7677;2.3128;3.8523;2.6001;2.9209;2.7031;2.7581;2.4086;1.798;1.9489;5.2265;2.3535;2.2266;3.6966;5.0685;2.7031;1.8747;5.193;5.2194;1.9872;3.3064;2.2913;4.1037;4.8411;5.2265;5.0685;5.2696;5.2194;2.5522;5.193;3.6966;3.3088;2.6983;2.7031;1.798;1.8747;2.229;1.9632;1.3575;-0.5195;-0.1197;0.1891;1.9489;2.3128;2.2266;2.2051;-1.8292;-0.182;5.4013;2.2913;4.1372;-0.2131;0.7901;2,1117;4.8507;2.8347;3.6057;3.0789;3.122;2.2601;2.8587;2.3679;3.6319999999999997;4.9392;1.901;2.2075;4.0797;5.2026;4.8339;4.9871;4.4939;2.8587;4.7429;3.8403;3.3998;4.4412;6.8977;7.2999;6.8235;7.6734;7.2736;7.106;-0.1448;4.4807;1.3599;1.0181;1.2306;0.9894;0.4423;1.4778;1.3647;1.4162;1.8980000000000001;9.1961;7.5609;9.0501;7.8985;5.5809;5.3391;5.6431;4.6256;7.0078;7.829;6.45;6.5027;7.0916;6.845;7.5705;7.1227;5.5115;6.9552
3.2944;3.8307;2.8539;2.0709999999999997;3.8666;2.6049;2.9209;2.7509;2.7916;2.3607;1.8076;1.8938;5.2553;2.3176;2.1955;3.7014;5.0206;3.0095;1.9154;5.2074;5.2146;2.0016;3.2298;2.0351;4.1156;4.6711;5.2553;5.0206;5.2553;5.2146;2.5786;5.2074;3.7014;3.2777;2.7174;2.7509;1.8076;1.9154;2.1189;1.8507;1.4006;-0.5219;-0.1317;0.067;1.8938;2.0709999999999997;2.1955;1.2522;-1.3743;0.067;6.7445;2.1668;4.3359;-0.2969;0.8475;2,0399;4.6519;2.5762;3.5698;3.2848;3.2896;2.241;2.8347;2.7366;3.5314;5.5976;1.9225;2.1955;4.1276;5.2864;4.8147;4.9919;4.5586;3.1005;4.446000000000001;3.8068;3.4357;4.3479;6.8785;7.3622;6.8666;7.7069;7.343;7.1778;-0.1975;4.4921;1.3437;0.972;1.2198;0.9391;0.4741;1.4204;1.4754;1.5275;1.8387;8.6479;7.6399;8.9352;7.8051;5.5378;5.3965;5.5474;4.4843;6.9983;8.0373;6.4308;6.4667;7.1515;6.8761;7.58;7.1419;5.5545;6.9384
3.2537;3.7996;2.8299;1.8459;3.8762;2.6576;3.1005;2.727;2.7916;2.3607;1.8292;2.0303;5.2409;2.3176;2.1644;3.7086;5.0398;3.3208;1.9178;5.2241;5.2170000000000005;2.0518;3.1843;1.9034;4.0917;4.5489999999999995;5.2409;5.0398;5.2337;5.2170000000000005;2.5187;5.2241;3.7086;3.2968;2.7533;2.727;1.8292;1.9178;2.1787;1.719;1.4174;-0.5052;-0.1077;0.0335;2.0303;1.8459;2.1644;1.3096;-1.0606;0.1652;7.3502;2.083;4.3646;-0.3519;0.8475;2,0446;4.5035;2.1261;3.5721;3.4381;3.3255;2.2003;2.7964;2.9712;3.383;6.0358;1.9417;2.2051;4.1132;5.3127;4.8052;5.0494;4.5466;3.3734;4.0941;3.7757;3.5027;4.2976;6.8474;7.4436;6.9336;7.7045;7.3622;7.2353;-0.2041;4.4424;1.3288;0.9493;1.2594;0.9212;0.4555;1.4347;1.4096;1.5748;1.8639;8.1499;7.5537;8.7867;7.6926;5.43;5.4085;5.5138;4.4197;6.9767;7.9655;6.4308;6.3997;7.2496;6.857;7.5824;7.276;5.6168;6.8977
3.2346;3.7828;2.7964;1.8172;3.8689999999999998;2.6647;3.1005;2.6887;2.7939999999999996;2.3296;1.834;2.1213;5.193;2.2721;2.2051;3.6823;5.0518;3.0957;1.9776;5.2313;5.1978;2.1787;3.0598;2.0111;4.0725;4.3886;5.193;5.0518;5.2505;5.1978;2.5187;5.2313;3.6823;3.2992;2.7078;2.6887;1.834;1.9776;2.2458;1.6879;1.3886;-0.4166;-0.0862;0.0742;2.1213;1.8172;2.2051;1.9225;-0.7614;0.1891;7.7093;1.9297;4.3167;-0.3543;0.8643;1,9058;4.5729;1.6544;3.5386;3.6272;3.3064;2.1524;2.7533;2.8826;3.2561;5.4516;1.9225;2.2027;4.063;5.2816;4.853;4.9536;4.5801;3.6009;3.7469;3.7302;3.6439999999999997;4.3622;6.8426;7.4244;6.9097;7.6591;7.3406;7.3239;-0.1927;4.4736;1.3384;0.899;1.2773;0.9625;0.4741;1.4018;1.3821;1.5819999999999999;1.8555;7.7931;7.4436;8.5593;7.6734;5.3247;5.4085;5.4085;4.4508;6.9408;7.6351;6.4212;6.3446;7.3406;6.8402;7.5609;7.4699;5.7293;6.8642
3.201;3.8499;2.8156;1.7166;3.8786;2.6743;3.1915;2.5953;2.7939999999999996;2.3296;1.8028;2.1428;5.2098;2.2721;2.1237;3.6512;5.1116;3.1939;2.0039;5.2218;5.1667;2.2865;3.0311;2.2194;4.0869;4.1587;5.2098;5.1116;5.2505;5.1667;2.4972;5.2218;3.6512;3.3184;2.7078;2.5953;1.8028;2.0039;2.2721;1.6735;1.4222;-0.3448;-0.0335;0.0814;2.1428;1.7166;2.1237;2.2218;-0.3663;0.1628;6.8666;1.5634;4.1755;-0.2849;0.8691;1,9106;4.798;1.2163;3.5171;3.8475;3.1675;2.162;2.6959;2.5402;3.0885;4.865;1.98;2.2003;4.0175;5.2792;4.8411;4.8291;4.6759;3.6727;3.4716;3.699;3.6871;4.4365;6.8378;7.3574;6.8857;7.5872;7.3646;7.3909;-0.1766;4.5029;1.3641;0.9068;1.2372;0.8954;0.4675;1.3969999999999998;1.3713;1.6089;1.8866;7.5154;7.4819;8.4467;7.6543;5.3032;5.3199;5.3917;4.5777;6.857;7.1754;6.3997;6.2656;7.4172;6.8498;7.5848;7.4029;5.8538;6.8354
3.158;3.9002;2.8012;1.415;3.8882;2.6791;3.1915;2.4756;2.8012;2.3296;1.8219999999999998;2.1668;5.1978;2.3176;2.1404;3.6248;5.1619;3.4022;2.0469999999999997;5.2313;5.1691;2.3032;3.0311;2.715;4.0965;3.9313;5.1978;5.1619;5.2601;5.1691;2.5019;5.2313;3.6248;3.3327;2.7102;2.4756;1.8219999999999998;2.0469999999999997;2.241;1.6927;1.47;-0.2825;-0.0479;0.091;2.1668;1.415;2.1404;2.0877;-0.1221;0.1173;6.0238;1.1684;4.0294;-0.0479;0.9433;1,9154;5.0566;0.7949;3.4644;4.027;2.9113;2.1428;2.6743;2.0686;2.9832;4.5538;1.9992;2.15;4.0103;5.284;4.8028;4.8147;4.8459;3.6392;3.4069;3.7589;3.7230000000000003;4.4724;6.8833;7.2449;6.8522;7.5154;7.3861;7.4172;-0.1419;4.4748;1.3821;0.9092;1.2629;0.8781;0.4148;1.4401;1.4682;1.5425;1.8579;7.3717;7.6423;8.4252;7.6399;5.3127;5.2265;5.4708;4.7501;6.8426;6.7828;6.4141;6.2441;7.4244;6.8307;7.5848;7.2401;5.9855;6.8474
